ITEM_NUMBER,DESCRIPTION
885493,CHSWK SHRP CHED SHRD 5 LB
601593,CSF CHED/JACK FANCY 5LB
1165284,KS 4CHZ MEX SHRED 2/2.5#
22107,KS CHED/JACK SHRED 2/2.5#
22106,KS MILD SHRED CHDR 2/2.5#
1116038,KS PS MOZZ SHRED 2/2.5#
532613,MED CHEDDAR SHRED 5 LB
659422,MONT JACK FEATH SHRD 5LB
574687,MOZZ WHOLE MILK SHRED 5LB
528919,NB 3 CHSE BLND SHRED 5 LB
6244,NB MOZZ PRT SKIM SHRD 5LB
533934,NB MZZ WHOLE MLK DICE 5LB
6249,NB PARMESAN SHRED 5 LB
829517,SCHREIBER 3CHZ BLEND 5#
603613,TLMK MED FARM SHRD 2/2.5
671778,AMER CHSE SLC 160CT 5LB
671764,AMER CHSE SLCE 120CT 5LB
406340,ARLA SLCD HAVARTI 16/2#
651195,COLBY/MNTRY JK CHSE 12/2#
532597,CSF COLBYJACK SLICE 1.5LB
524589,CSF MILD CHED SLCE 1.5 LB
524837,CSF MONT JACK SLICE 1.5LB
532594,CSF MUENSTER SLICE 1.5 LB
524553,CSF PEP JACK SLICE 1.5 LB
532602,CSF PROVOLONE SLICE 1.5LB
532608,CSF SWISS SLICE 1.5 LB
303285,FINLANDIA 4 CHS SLCD #2
532612,GE HAVARTI SLICE 1.5 LB
96928,KRAFT AMERICAN SINGLES 4#
532605,MED CHEDDAR SLICE 1.5 LB
25474,SHARP CHEDDAR SLICE 12/2#
12063,SONOMA SLCD PEPR JACK 2#
671762,SWISS AMER 120 SL 5LB
662124,TILLMK SLC MED CHD 2.5LB
20661,TLMK SLICED SWISS 2LB
574582,WHITE AMER 160CT 5LB
843323,FRIGO STRING CHEESE 60/1Z
1352319,GALBANI W/M STRING CHEESE
1719185,MINI BABYBEL CHS 36 CT
260509,POLLY-O STRING CHEESE 48C
870687,SARGENTO CHED/JACK STICKS
189354,TLMK MED CHED SNACK 52/.7
1262178,A2 WHOLE MILK 3/59OZ
1647889,DARI UP 2% 4-1/2 GAL
1647888,DARI UP WHOLE 4-1/2 GAL
1780836,DARIGOLD NONFAT MILK
5,KS 1% MILK 2/1 GALLON
4,KS 1% MILK ONE GALLON
1,KS 2% LOWFAT MILK 2/1 GAL
8,KS MILK 2% 1 GALLON
106913,KS NONFAT MILK 1 GALLON
12,KS NONFAT MILK 2/1 GAL
3,KS WHOLE MILK 1 GALLON
2,KS WHOLE MILK 2/1 GALLON
20203,SF ESL WHOLE 12/12 OZ
9002,BUTTERMILK 1/2 GAL PRSL18
817710,DARIGOLD SFT SERV VAN 4.5
1720595,OLD FASHIONED CHOC 59OZ
1143981,ROCKIN PROTEIN 12-12 0Z.
450356,SF CHOC MILK ESL 12/12 OZ
23026,SF ESL STRAWBERRY 12/12OZ
521906,LACTAID 2% MILK 96Z
1874121,OATLY OAT MILK 3/64 OZ
992008,ORG ALMND UNSWT VAN 3/64Z
1164891,SILK ORG UNSWT ALMOND3/64
28051,AFFAIR WHIP TPPNG 12/14OZ
692853,C.MATE COCONUTCREAM 32 OZ
15967,C.MATE FR VANILLA 32 OZ
15969,C.MATE HAZELNUT 32 OZ
1837468,C.MATE SF FR VANILLA 66OZ
749493,C.MATE SF FRNCH VAN 32Z
246719,COFFEE MATE ORGNL 32OZ
1438986,COFFEEMATE HAZELNUT 66OZ
1837445,COFFEEMATE SWEETCRM 66OZ
478617,COFFEEMATE VANILLA 2/56OZ
749585,DARI UP HALF+HALF 12/1QT
9738,DARIGOLD 40% UP HVY WHP
35975,HALF + HALF 64 OZ
1556135,HALF + HALF 64OZ JUG
246703,HALF N HALF UP HG 64OZ
1556136,HEAVY CREAM 40% 64 OZ
632664,HEAVY WHIPPING CREAM 1/2G
506970,HORIZON HEAVY CREAM 64Z
506950,HORIZON ORG HALF+HALF 64Z
26545,HVY WHIPPING CRM 40% 64OZ
1324261,INTERNAT'L DLT FRENCH VAN
1777000,KS WHIP HEAVY 8-3/15OZ
1888000,KS WHIP HEAVY 8-3/15OZ UP
673667,LOL HALF + HALF QUART
673678,LOL HEAVY CREAM QUART
1871776,NESTLE NATURAL BLISS SL60
1631649,ORG HALF AND HALF  2/32Z
699840,REDDI WIP CREAM 8/3/15 OZ
1703614,SARAH FARMS HALF AND HALF
22498,SARAH FARMS HEAVY WHIP
1234218,SARAH FARMS HEAVY WHIP
1564796,SCHEPPS 40% HEAVY WHIP
1538864,STARBUCKS CARAMEL 58OZ
1975726,SUPERIOR HALF N HALF 64OZ
1975735,SUPERIOR HEAVY CREAM 64OZ
1239153,WHIP LITE CREAM 12/15 OZ
1140704,KS ORG 2% LF MILK  3/64Z
1647628,KS ORG 2% LF MILK 4/64Z
1550393,KS ORG 2% MILK 4/64Z
1659031,KS ORG A2 PROTEIN 4/64Z
1462714,KS ORG A2 PROTEIN MILK
1364689,KS ORG WHL MILK 3.25% BFT
218073,KS ORGANIC 1% MILK 3/64OZ
1364698,KS ORGANIC 2% MILK NO DHA
1268247,ORGANIC 2% MILK 2-1 GAL
1268246,ORGANIC WHOLE MILK 2-1GAL
19490,BUTTER CHIPS 200CT/3.4LB
391412,BUTTER CONTINENTALS 200CT
6881,BUTTER CUPS 720/5 GM
384995,KS BTR SLDS 6/4-1# SALTED
384881,KS BTTR QTRS ELGIN 9/4-1#
41114,KS BUTTER QTRS 4/1#
384962,KS U/S BTR QTR ELG 9/4-1#
41400,KS U/S BUTTER QRT 6-4/1#
4759,SALTED BUTTER 30/1 LB CS
1095125,SALTED BUTTER 36/1# SOLID
1254895,SALTED BUTTER SOLIDS 1#
17846,SALTED WHIPPED BUTTER 5LB
171335,U/S BUTTER SOLID 30/1LBS
1254891,UNSALTED BUTTER SOLIDS 1#
1786436,WHIPPED UNSALTED BTTR 4LB
942480,CAN'T BLV IT NOT BTR 2/45
998734,COUNTRY CROCK SPREAD 6/5#
1185540,GOLD'NSWEET WHIPPED MARG
5814,SMART BALANCE 5 LB
128914,KS ORG UNSALT BUTTER2/1LB
128912,KS ORGANIC SLT BUTTR 2-1#
1172471,KERRYGOLD SALT BUTTR 4/8Z
1207907,KERRYGOLD UNSALTED BUTTER
1424237,KS GRASS-FED BUTTER 4/8OZ
1969318,TRULY GRASSFED SALT 4/8OZ
1474582,COTTAGE CHEESE 4% 4/5#DSY
246701,COTTAGE CHEESE 5 LB TUB
65568,COTTAGE CHEESE 6/3#
1259546,DAISY S.C. SQUEEZE 2/14Z
331222,DAISY SOUR CREAM 3LB
289660,DARIGOLD COTTAGE CHSE6/3#
289670,DARIGOLD SOUR CREAM 3LBS
825682,LOW FAT COTTAGE CHEESE 3#
41486,PHIL CREAM CHEESE 50/1 OZ
805925,PHIL CREAM CHSE LOAF 9/3#
247223,PHILLY CREAM CHEESE 30 LB
40532,PHILLY CREAM CHEESE TUB3#
4893,PHILLY CRM CHEESE 6/8OZ
3284,RASKAS CREAM CHEESE 10/3#
217783,RASKAS CREAM CHEESE 30 LB
583,RASKAS CREAM CHEESE 36/1Z
22438,SOUR CREAM 5 LB TUB
1366475,SOUR CREAM 5 LB TUB
65519,SOUR CREAM 6/3LB
15589,SOUR CREAM 32 LB
1388472,ACTIVIA STRW/VAN/CHY 24/4
1756704,CHOBANI 20G PROTEIN DRINK
1920008,CHOBANI 20G PROTEIN YOG
1005641,CHOBANI GRK YOGURT20/5.3Z
1415774,CHOBANI VAN GREEK YGT 40Z
729441,COOL PLUS CULTURED DAIRY
531860,DAHI INDIAN YOGURT 5 LB
1269739,FAGE TOTAL 2% YOGURT 48OZ
237686,GOGURT 32/2.25 OZ
1674806,GOPI INDIAN WM YOGURT 4LB
1674804,GOPI MANGO LASSI 64OZ
1023122,KAROUN YOGURT DRINK
1800308,MINT YOGURT DRINK 64OZ
319047,MTN HIGH LOWFAT 6/64OZ
28978,MTN HIGH PLIN WHOLE 6/64Z
1271446,OIKOS TRIPLE ZERO 18/5.3
684520,PLAIN YOGURT PAIL 32 LB
1865808,S.BAN YOGURT DRINK 12/7OZ
17314,STRAW YOGURT DRINK 12/7OZ
1983419,UBE FLAVORED MILK DRINK
902481,VERKA ORG WHOLE PLAIN 64Z
1406826,YOPLAIT STRW/PCH/VAN 24/6
1048072,KS ORG NF GREEK YGRT 48OZ
990483,ORG GK 2%FAT YGRT 6-32OZ
1360415,ORG YOGURT DRINK 3-8/10OZ
1492416,STONYFLD ORG POUCH 16/3.5
21100,ABF SLCD TURKEY NN 2# RW
1263833,D+W ORG SLCD TURKEY 3/9 Z
1208974,HF LUNCH MEAT VTY PK 3/1#
947880,HF NAT TRKY BRST 2/16.5OZ
1577755,KS 4X6 HAM RESEAL 2/24 OZ
685631,KS MEAT VARIETY PK 3/14OZ
8443334,KS TURKEY BREAST 2/20 OZ
4860002,KS UNCURED BF HAM 1.75#
1614566,MARGHERITA SL PEPPERONI
33675,PREMIUM CHOICE TURKEY/HAM
568675,SL BUFFET HAM 3 LB
112042,SL PREM BROWN TURKEY 2LB
568676,SL ROAST BEEF 2 LB
568683,SL SMOKED TURKEY 2 LB
272391,SLICED PEPPERONI 2/12.5#
2005574,WAGYU ROAST BEEF SLCD 2#
797787,CASE'S PORK ROLL 6#
554377,HORMEL COOKED HAM 13 LB
895161,BACON 8-10 CT 15LB #35209
6865,BACON 16-18CT 15LB #35220
1096305,BACON ENDS + PIECES 8/3#
598081,"DAILYS BACON 3/8""DICE 10#"
8229,DAILYS BACON 10-12CT 15LB
8827,DAILYS BACON 10-12CT 15LB
4864,DAILYS BACON 14-16CT 15LB
4845,DAILYS BACON 18-20CT 15LB
585796,DAILYS BACON COOKED 300CT
28284,DAILYS PEPPERED BACON 3LB
1750744,DAILYS PR12 10-12CT 15LB
1750746,DAILYS PR12 10-12CT 15LB
1750745,DAILYS PR12 14-16CT 15LB
1750747,DAILYS PR12 18-20CT 15LB
1273410,DEEN HALAL BEEF BACON 5#
1273414,DEEN HALAL TRKY BACON 5#
20657,FALLS THCK SLC BACON 4/4#
20120,FARMERS APLEWD BACON 2/2#
19351,FLETCHERS DRY CURED BACON
70000,KS BACON 4/1 LB.
7000070,KS BACON 6/4-1 LB SL60
77000,KS LOWSODIUM BACON 4/1LB
7700070,KS LOWSODIUM BACON 4/1LB
1601187,KS PRECOOKED BACON 1LB
905061,KS THICK SLICED BACON 3LB
9050611,KS THICK SLICED BACON 3LB
789701,OMAYER TURKEY BCN 8/4-12Z
1363689,SMOKED TRKEY BACON 4/10OZ
481410,CANADIAN BACON SLICES
1619893,SLCD CANADIAN BACON 2.5LB
1124067,BEEF SMKD SAUSAGE 4/12 OZ
591683,GERMAN SMOKED SAUSAGE 5LB
468062,JD ALL NATRL SAUSAGE 9/3#
163621,KIELBASA POLISH 4.5 LB
367354,KS POLISH SAUSAGE 9/3.8#
591692,"POLISH SAUSAGE 7.5"" 5 LB"
967854,POLSKA KIELBASA 4 LBS
103914,AMBASSADOR OLD FASHION
6077,BAR S MEAT FRANKS 5LBS
591671,"BEEF FRANKS 7"" 4:1 5 LB"
1948564,FOSTER FARM CHKN FRANK 1#
123827,H.N. BEEF FRANK  10/3.5#
50550,HEBREW NAT'L FRNK 4/12 OZ
908492,HOFFY BEEF FRANK 2.5 LBS
600091,HOFFY BEEF FRANKS 2.5 LB
1736681,HOFFY HALAL BEEF FRANK 5#
1794656,HOFFY HALAL BEEF HOT 5#
447180,KS ALL BEEF FRANK 8-3/1.5
367352,KS BEEF DINNER FRK 9/3.8#
829905,KS DINNER FRANKS 120 CT
965253,NATHANS FRANKS 11/3.5 LB
1274381,OSCAR MAYER WIENERS 30CT
1611656,TRANS OCEAN PRODUCTS INC
1889927,BOLTHOUSE OJ 2/52OZ
1751391,CARIBE POG JUICE 6/12 OZ
1114743,KS ORANGE JUICE 2/3-59Z
1979640,NAKED BOOSTED SMOOTHIES
1792879,POM WONDERFUL JUICE 64OZ
1892398,PRESSED JUICERY SMOOTHIES
1840337,SIMPLY LEMONADE 12 PK
1120130,SIMPLY ORANGE JUICE 12 PK
1731084,TROPICANA OJ 3/46OZ
1731324,TROPICANA OJ W/CAL 3/46OZ
916721,NAKED JUICE GREEN 8/10 OZ
916730,NAKED JUICE MANGO 8/10 OZ
960283,NAKED STRAW BANANA 8/10OZ
1518783,KS ORG COCONUT WATER
1227001,ORGANIC COCONUT WATER
1308623,SUJA IMMUNITY SHOTS 10/2Z
1194226,SUJA UBER GREENS 6/10.5Z
1757965,BIZZY ORG ESPRESSO BLND
1353248,COLD BREW COFFEE 6/8OZ
33661,COLD BREW ESPRESSO 1/2GAL
1996020,HEALTHADE ORG KOM 6/16Z
1779473,HUMM KOMBUCHA MPF / BLACK
1569515,HUMM MANGO/PASS CAN 8/12Z
1243287,KS ORG KOMBUCHA 8/16OZ
1793354,ZIP KOMBUCHA VTY 12/16OZ
941734,HAM/TURKEY LUNCHABLES 6CT
1094653,HILLSHIRE SMALL PLATE 4PK
444642,LUNCHABLES HAM/TURKEY 4PK
1513169,SARGENTO BLNCD BRK 12/1.5
572558,HOMESTYLE POTATO SALAD 5#
6239,RESER MACARONI SALAD 5 LB
968452,RESER POTATO SALAD 5 LB
205219,SF POTATO SALAD 6/5 LBS
9862,GREGGS RANCH DRESSING 64Z
752383,PICKLE SPEARS 325/375
1777932,RED GRAPEFRUIT CUP 8/7OZ
1955116,MUSH PROTEIN CUPS 12/5.5Z
988334,EGGS JUMBO 16.6 DOZ LOOSE
43521,EGGS LARGE 15/12CT
1306680,EGGS MEDIUM 15/12CT
1039397,EGGS MEDIUM LOOSE 360 CT
703327,EGGS XLRGE 15 DOZEN LOOSE
879997,JUMBO WHITE EGG 40CT
35108,LARGE 15 DOZEN GRADE AA
614115,LARGE SHELL EGGS GRADE A
819296,MEDIUM EGGS 15 DZ
614113,MEDIUM LOOSE USDA GRADE A
614138,XL LOOSE USDA GRADE A
35774,XLG EGGS 15DZ GRADE AA
1121306,CAGE FREE 15/1 DOZEN LG
556992,CAGE FREE LARGE EGGS 15DZ
1834042,GCF LG CF A 15/12CT
1832329,JUMBO CF GRADE A 40CT
637598,KS CAGE FREE AA LARGE 2DZ
1025795,KS CAGE FREE AA LARGE 5DZ
1903768,LARGE LOOSE CF GRADE A
1890734,MED LOOSE CF GRADE A
1653647,NEST LG CF A LS 15 DOZ
1720754,NEST LG CF AA LS 15 DOZ
1720774,NEST MD CF AA LS 15 DOZ
1653656,NEST MED CF A LS 15 DOZ
1653649,NEST XL CF A LS 15 DOZ
1720751,NEST XL CF AA LS 15 DOZ
1795474,WILCOX CF MED AA LOOSE
1903633,XLARGE LOOSE CF A
1155509,JMBO FREE RNG OMEGA 40CT
1738408,KS FR A LARGE 2DZ
1360840,WILCOX FR OMEGA LG 2DZ
1159333,KS ORG 5 DOZ LG EGG SL21
1068083,KS ORG F/R LARGE EGGS 2DZ
427381,KS ORGANIC LG EGGS  2DZ
1068080,KS PASTR RS ORG EGGS 2DZ
6870,CAGE FREE LIQ EGG 20LB
1896009,GCF CF LIQ EGG 20LB
1063232,KS CF EGG WHITES 6/16 OZ
1868819,ORGANIC EGG WHITES
1443647,WILCOX CF LIQUID EGG 6/2#
1136650,CAGE FREE HARD BOILED
1834927,FREE RANGE HB EGGS 48OZ
637184,WILCOX CG FREE HB 12/2CT
907160,FRESCA UNCK ORG TORT 2/18
1529345,SIETE ALMN FLOUR TORTILLA
669527,TORTILLALAND 2/25CT-82Z
698091,UNCOOKED FLOUR TORTILLAS
601345,BEEF TOPPING COOKED 10 LB
708766,CNTRY FRIED STK 30/5.33OZ
1944478,HOT POT BEEF CHUCK ROLLS
1715794,ITALIAN BEEF W/GRAVY
88739,KS GROUND BEEF CHUBS 5#
1021885,PHB BEEF BREAKAWAY 10 LBS
1021875,PHB FLAT STEAK 10 LB CS
1877052,PHB HALAL FLAT STEAK 10LB
1597590,SWIFT MARROW BONES 4LB
1160766,THE LAMB CO  HALAL GROUND
1687985,ANGUS BEEF PATTIES
1702599,ANGUS BEEF PATTY
119340,BIG 1/3# BEEF PATTIES 10#
1305092,KS 1/3# GROUND BEEF PATTY
1320698,KS 1/4# PATTIES 10# 75/25
1304236,KS GRASSFED PATTIES 5#
88744,KS BEEF MEATBALLS 6#
12660,GLATT KOSHER BEEF BRISKET
32644,GLATT KOSHER CHUCK ROAST
12716,GLATT KOSHER GROUND BEEF
13901,GLATT KOSHER LONDON BROIL
12680,GLATT KOSHER RIBEYE STEAK
764053,CHIX BREAST B/S 40# HALAL
197138,FF CHICK BRST BLSL 4/10LB
1454442,KS CHK BSB NAE 6.5#
1055599,KS THIN SLICED CHICKEN10#
1294443,KS NAE CHICK TENDER 6/6LB
1294446,KS NAE CHICKEN WINGS 10LB
201227,B/S CHICKN THIGH P170 40#
1294445,KS NAE BL/SL THIGHS 6.5LB
569214,"DICE CHIX BRST 1/2""FC 10#"
1348606,HALAL CHKN BRST BL/SL 5LB
453238,TYSON CORNISH GAME HENS
45479,KOSHER CHKN BREAST 18/2#
1756548,KOSHER CHKN WINGS 12/4#
10894,KOSHER WHL CHKN 12/3.4#RW
1450796,BARE CHICKEN CHUNKS 4LBS
1668206,BREADED CHKN STRIPS 48OZ
7131,CHIX BREAST BREAD U/C 10#
7519,CHIX TENDER BRD F/C 1O#
7147,CHIX TENDER BREAD U/C 10#
1135851,FF NAE CHICKEN NUGGETS
1736931,KS CHICKEN CHUNKS 4LBS
1782177,KS CHICKEN FILLET 3LBS
1578129,NAE BREADED CKN PATTIES
1560758,NAE DINO BUDDIES 5 LBS
1644189,NAE HALAL BREADED TENDERS
1644164,NAE HALAL CHKN NUGGETS 3#
1320289,NAE PANKO CHKN NUGGET 5LB
1588847,NAE SPICY CHKN STRIPS 3#
744463,PANKO CHKN NUGGET  5LB
1480401,PERDUE PANKO NAE PATTIES
1853117,TYSON BUFFALO STYLE BITES
7416,TYSON PANKO BRDD TENDERS
3424,WING DINGS MEDIUM 15 LB
1338984,BUFFALO CRISPY WINGS 4 LB
1339035,CHIPOTLE BBQ WINGS 4 LB
1935337,CRISPY WING HONEY BBQ 4LB
1730462,FULLY COOKED JUMBO WINGS
1956136,KS CRISPY WINGS 8/4#
569224,CHIX BREAST STRIP F/C 10#
708525,CHIX FAJITA STRIPS FC 10#
7487,GRILL CHIX BREAST FC 10#
258035,TERYKI THIGH FLLTS 8/3.5#
1448891,TYSON UNBREADED SEASONED
47690,AK LEADER COD FILLET  RW
1143874,BATTERD COD 2.7OZ 10LB CS
1596964,HOS SEAFOOD MEDLEY 2.5LBS
807372,KETA SALMON FILLETS 11/3#
699794,KS ATLANTIC COD WILD
998970,KS ATLANTIC SALMON 3# ABF
46340,KS ATLANTIC SALMON FARM3#
458141,KS CHILEAN SEA BASS WC
251704,KS MAHI MAHI WILD
221177,KS SOCKEYE SALMON WILD
1139689,KS TILAPIA LOINS FARMED
43148,TILAPIA 5-7 OZ   #1209053
1665972,WHITING 5-12 COUNT
1893695,ALASKA COD PORTIONS
806230,BEER BATTERED COD 40  OZ
43171,COD 2-3 OZ BREADED 2.5 LB
1854959,KS BLACKENED SALMON 2#
1832874,MISO MARINATED  SABLEFISH
31801,MOREY'S WILD SALMON 6-6OZ
16594,SALMON BURGER 12/12X113G
451297,TORTILLA CRUSTED TILAPIA
1951300,TRIDENT FISH STICKS
816563,TRIDENT PANKO FISH STICK
1548694,21/25 RAW WHT T/ON 2LB
1548735,26/30 RAW WHT T/OFF 2LB
1548608,26/30 RAW WHT T/ON 2LB
1548696,31/40 RAW WHT T/OFF 2LB
1548578,41/50 RAW WHT T/OFF 2LB
25551,KS 21/25 RAW SHRIMP 16/2#
25538,KS 31/40 CK SHRIMP 16/2#
77009,KS 50/70 CK SHRIMP 16/2#
1337852,KS RAW 31/40 SHRIMP 2#
1576693,WILD COLD WTR SHRIMP 2LBS
654186,BFLY SHRIMP 16/20 CT 3 LB
43169,COCO SHRIMP 16/20 CT 2.5#
1200200,KS GARLIC BUTTER SHRIMP
1233570,KS PANKO SHRIMP 12/2.5LBS
1251702,KS SHRIMP TEMPURA 30 CT
2000493,AUSAB FARMED ABALONE 9CT
777891,KS SEA SCALLOPS RAW 16/2#
1700079,LOBSTER TAILS 5LB
1632838,RAW SEA SCALLOPS
1732945,SNOW CRAB CLUSTERS
1994062,WILD DUNGENESS
40285,RAW TURKEY ROAST RW
12724,TURKEY BREAST    12/3#
3065,TURKEY BREAST    12/4.75#
7529,COOKED PORK SAUSAGE 10 LB
10416,ROASTING PIG RW 30-59.5#
30851,ROASTING PIG RW 30-59.5#
548607,SAUSAGE PATTIES 16/24CT
134552,SAUSAGE PATTIES 36CT 7/4#
357454,SAUSAGE ROLL FARMLAND 6LB
629361,SLICED PEPPERONI 10 LB
357452,SMITHFIELD -  COOKED
284520,TYSON   SAUSAGE PATTIES
43565,MLF DUCK 6/4-6 POUNDS RW
43077,AUS WHOLE LAMB (37.5 AVG)
1825416,B/I LAMB CUBE HALAL 15LBS
34956,B/I LAMB SHOULDER CHOPS
25624,LAMB 8-WAY BOXED HALAL
13324,NZ FRENCH LAMB RACK
13607,NZ FRENCH LAMB RACK 2-PK
13455,NZ HALAL GROUND LAMB
42202,NZ LAMB FORESHANK B/I
45765,NZ LMB SQ CT SHOULD 50#RW
23945,NZ SHORT CUT LAMB LEG
13337,NZ WHOLE LAMB
43327,NZ WHOLE LAMB  (26-40LB)
1944481,SLICED HALAL LAMB ROLLS
47128,AUS B/I CUT 6-WAY GOAT
45849,AUS WHOLE GOAT (AVG 30LB)
1655404,B/I GOAT CUBE HALAL
4921,"HOT DOGS 6"" 4:1 10 LB"
1449459,BROCCOLI FLORETS    4 LBS
258966,FRP BROC FLORETS 8/3.5LBS
259018,FRP COB CORN 6-(2/12 CT)
42203,FRP CUT CORN 6/5 LBS
749730,FRP CUT GREEN BEAN 8/5LBS
28769,FRP CUT OKRA 12/2 LBS
7666,FRP GREEN PEAS 5 LB
15911,FRP GRN BEAN WHOLE 8/4LBS
297889,FRP MIXED VEGGIES 6/5 LB
22031,FRP PEAS + CARROTS 6/5 LB
1238662,KS NORMANDY VEG 6/5.5 #
1015237,KS STIR FRY VEGS 5.5 LBS
1127221,SUPER SWEET COBB 30LBS
1684687,TATTOOED CHEF SHEET PAN
1481430,YUCATAN AVOCADO HALVES 3#
1708884,"1/2"" CRINKLE CUT"
1708877,"1/4"" SHOESTRING CUT"
1708883,"3/8"" STRAIGHT CUT"
545764,"3/8"" SWEET POT FRIES 15#"
1873275,"7/16"" CRINKLE CUT FRY"
590406,FRP POTATOES DICED 6/5 LB
562303,HASHBRWN PATTY OVAL 16.8#
9879878,KS FRENCH FRY
570785,ORE-IDA CRINKLE FRIES
227760,ORE-IDA EXTRA CRISPY 6/6
88566,ORE-IDA TATER TOTS  6/8#
632762,REDSTN CANYON SPIRALS 24#
562311,SHRED IQF HASHBROWNS 18#
1781243,STEAK CUT FRY
1062201,IMP GDN ORG EDAMAME   6LB
1215098,KS ORG MIXED VEGETABLES
694466,KS ORG NORMANDY  6/5.5#
1217608,KS ORGANIC BROCCOLI
1215095,KS ORGANIC YELLOW CORN
7152,ORGANIC EDAMAME 6/12/9 OZ
289046,ORGANIC WHITE CORN 8/5LBS
1645630,PRIMAVERA MISTURA 4 LBS
1655248,DURIAN PULP 14Z
1208625,FESTIVAL OF FRUIT  2/5LBS
29747,IQF SLICED PEACHES 8/5#
5760,KING'S CROWN AMRILLO 6/6#
5761,KING'S CROWN TOSTONES
648126,KS BLUEBERRIES 8/5LB BAGS
1010598,KS THREE BERRY BLEND 4LB
27664,KS WHL STRAWBERRIES 6/6#
1874996,KS WILD BLUEBERRIES 5 LBS
692753,MANGO CHUNKS 10 LBS CASE
709847,PINEAPPLE CHUNKS 10 LBS
692754,RASPBERRIES 2/5 LB
1208629,SPECTRUM BLEND       2/5#
1884908,DARK SWEET CHERRIES 4LB
815544,KS ORG BLUEBERRIES 3LBS
904984,KS ORG STRAWBERRIES 4 LBS
2008151,MUSANG KING DURIAN PULP
941765,ORG DARK SWEET CHERRIES
1656653,ORG VERY BERRY BURST 3#
1092060,ORGANIC CHERRIES     4LBS
787598,ORGANIC CHERRIES  12/3LBS
684779,ORGANIC DAYBREAK BLND 4LB
1394088,ORGANIC PINEAPPL CHNK 4LB
1257901,ORG SMOOTHIE BLEND  6-8Z.
652562,SUNSHINE ORANGE JUICE 6CT
924488,BIG TEXAS CINNAMON ROLL
1799739,CHERRY YOGURT DANISH
1574625,EGGO BUTTERMILK PANCAKES
759072,EGGO WAFFLES 72CT 88.8 OZ
1632408,FR TOAST STICK
1699638,GLAZED HONEY BUN
1312297,JD BFST MUFFIN 12 5.1Z
1312303,JD CROISSANT SAND 12CT
1331682,JD MT LOVER BWL 8/7 OZ CF
1748763,KS BREAKFAST SANDWICH 8CT
1441831,REDS EGGWICH 8/3.9OZ
1284156,SPIN CF EGG FRITTATA 20CT
1006641,ABF CHICKEN MELT 15/37.5Z
563891,ANGUS CHSBURGER 8-6.2OZ
563898,GRILLED CHICKEN SANDWICH
1881496,HAM N CHEESE CROSSNT 8PK
1816818,PHILLY CHZ STK PROVO
1704496,HOT POCKETS HAM W/ CHEESE
1704516,HOT POCKETS PIZZA
638830,JAMAICAN CURRY CHIX 12/10
503133,JAMAICAN SPICY BEEF PTTY
1201906,KS CHICKEN BAKE 8/6-8 OZ
1942117,SMUCKERS GRAPE UNCRUSTABL
1944486,SMUCKERS STRAW UNCRUSTABL
319714,CHICKEN CORN DOG 6/7 LB.
103458,SUPERPRETZEL SOFT 20/5Z
1565720,SUPERPRETZEL SOFT 20/5Z
1355725,CHICKEN POT PIE NAE 8/10Z
1582152,IVAR'S CLAM CHOWDER 2X2LB
1593318,CONAGRA GARLIC CHICKEN
1764597,MACARONI + CHEESE 6/76 OZ
849395,WORLDS BEST MAC CHS 46 OZ
5256,BKFST PATTIES 112/1.34 OZ
293382,BLACK BEAN BURGER
1665919,IMPOSSIBLE PATTIES 10/4Z
259069,3 COLOR TORTELLINI 10 LB
946176,AMY'S ORGANIC VEG LASAGNA
657420,ARMANINO PESTO 6/30 OZ
3437,CHEESE RAVIOLI 10 LB
3435,CHEESE TORTELLINI 10 LB
1641293,KS BEEF LASAGNA 2/3LB
1321637,KS SS/BF LASAGNA 2PK 6/6#
229644,SPIN/MOZZ RAVIOLI 10/3.5#
21073,TOASTED RAVIOLI 8/36 OZ
1874965,BEEF BEAN AND CHEESE
1846882,BEEF TAQUITOS 65/1 OZ
27169,BURRITO VARIETY 2-15/5 OZ
1048300,CHICKEN MINI TACOS 8/72CT
18668,CHICKEN TAQUITOS 12/30CT
131453,CHKN CHIMICHANGAS 6/18 CT
3924,CHKN TORNADOS 24 CT/3 OZ
7895,GUACAMOLE TUB 6 LB
128782,POSADA STEAK CHIMICHANGA
128783,POSADA STK+CHEESE BURRITO
1186001,BIBIGO BEEF MANDU  9/3LBS
1847476,CHKN+VEG POTSTICKER 67.2Z
1044159,KAHIKI CHICKEN RICE BOWL
632293,LEE'S COFFEE CONCENTRATED
1416103,MINH PORK EGG ROLLS 16CT
638854,MINI CHICKEN WONTONS
1143205,NAE ORANGE CHICK  8/4.1LB
1836402,PORK SOUP DUMPLING 44OZ
1116045,PRAWN HACAO 16/40CT
1081557,SHOYU RAMEN BOWL 8/6-9.45
1979299,SHRIMP WTON RAMEN W/ BOK
1982208,SHRIMP WTON TOM YUM SOUP
107699,STEAMED CKN DUMPLING
337754,VEG SPRING ROLL  16/50CT
1777524,VEGETABLE SPRING ROLLS
464292,YAKISOBA NOODLES 8/6-9OZ
749182,YAKITORI CHKN FRIED RICE
440056,AMNON KOSHER PIZZA 6/2PK
1440704,DOUBLE PEPPERONI 2CT
1096018,GF CHEESE PIZZA 8/3CT
1280893,HEGGIES PIZZA 6PACK 2 CT
